Snapshot,Label,Time,Value1,Value2,Value3,Value4,Value5,Category1,Category2,Category3
17,1,2025/09/15 23:00:00,1740,6261,-0.428046459,2739,-0.860647852,B,D,F
17,1,2025/09/16 00:00:00,1741,6260,0.529210578,2740,-0.374206167,B,B,F
17,1,2025/09/16 01:00:00,1742,6259,0.99991385,2741,0.266210384,B,B,F
17,1,2025/09/16 02:00:00,1743,6258,0.551300939,2742,0.797089167,B,C,F
17,1,2025/09/16 03:00:00,1744,6257,-0.404175512,2743,0.999989128,B,D,F
17,1,2025/09/16 04:00:00,1745,6256,-0.988054862,2744,0.791422882,B,C,F
17,1,2025/09/16 05:00:00,1746,6255,-0.663521128,2745,0.257209324,B,D,F
17,1,2025/09/16 06:00:00,1747,6254,0.271050871,2746,-0.382838329,B,B,F
17,1,2025/09/16 07:00:00,1748,6253,0.956419949,2747,-0.865359235,B,A,F
17,1,2025/09/16 08:00:00,1749,6252,0.762460937,2748,-0.991810187,B,A,F
17,1,2025/09/16 09:00:00,1750,6251,-0.132501144,2749,-0.710160326,B,C,F
17,1,2025/09/16 10:00:00,1751,6250,-0.905642285,2750,-0.136300313,B,A,F
17,1,2025/09/16 11:00:00,1752,6249,-0.846140085,2751,0.493643283,B,D,F
17,1,2025/09/16 12:00:00,1753,6248,-0.008700593,2752,0.920467141,B,B,F
17,1,2025/09/16 13:00:00,1754,6247,0.836738184,2753,0.968545759,B,C,F
17,1,2025/09/16 14:00:00,1755,6246,0.912883734,2754,0.618096193,B,D,F
17,1,2025/09/16 15:00:00,1756,6245,0.149728189,2755,0.013318167,B,B,F
17,1,2025/09/16 16:00:00,1757,6244,-0.751086762,2756,-0.596939895,B,A,F
17,1,2025/09/16 17:00:00,1758,6243,-0.961356008,2757,-0.961574692,B,B,F
17,1,2025/09/16 18:00:00,1759,6242,-0.287758973,2758,-0.930549696,B,B,F
17,1,2025/09/16 19:00:00,1760,6241,0.650402334,2759,-0.516630783,B,B,F
17,1,2025/09/16 20:00:00,1761,6240,0.990586735,2760,0.10986655,B,D,F
17,1,2025/09/16 21:00:00,1762,6239,0.42003026,2761,0.691157019,B,B,F
17,1,2025/09/16 22:00:00,1763,6238,-0.536700099,2762,0.988056638,B,C,F
17,1,2025/09/16 23:00:00,1764,6237,-0.999990862,2763,0.878399921,B,C,F
17,1,2025/09/17 00:00:00,1765,6236,-0.543894638,2764,0.40730739,B,A,F
17,1,2025/09/17 01:00:00,1766,6235,0.412255808,2765,-0.23138019,B,D,F
17,1,2025/09/17 02:00:00,1767,6234,0.989380165,2766,-0.774861606,B,B,F
17,1,2025/09/17 03:00:00,1768,6233,0.656872962,2767,-0.999510189,B,D,F
17,1,2025/09/17 04:00:00,1769,6232,-0.279560214,2768,-0.812889634,B,C,F
17,1,2025/09/17 05:00:00,1770,6231,-0.958967018,2769,-0.291788829,B,D,F
17,1,2025/09/17 06:00:00,1771,6230,-0.756703968,2770,0.349374525,B,D,F
17,1,2025/09/17 07:00:00,1772,6229,0.14126922,2771,0.846780505,B,A,F
17,1,2025/09/17 08:00:00,1773,6228,0.909360139,2772,0.995761134,B,C,F
17,1,2025/09/17 09:00:00,1774,6227,0.84138954,2773,0.735015252,B,B,F
17,1,2025/09/17 10:00:00,1775,6226,-0.000150722,2774,0.171832144,B,B,F
17,1,2025/09/17 11:00:00,1776,6225,-0.841552411,2775,-0.462054854,B,C,F
17,1,2025/09/17 12:00:00,1777,6224,-0.909234694,2776,-0.905819826,B,B,F
17,1,2025/09/17 13:00:00,1778,6223,-0.140970793,2777,-0.976866498,B,D,F
17,1,2025/09/17 14:00:00,1779,6222,0.756901005,2778,-0.645961247,B,D,F
17,1,2025/09/17 15:00:00,1780,6221,0.95888151,2779,-0.049261882,B,A,F
17,1,2025/09/17 16:00:00,1781,6220,0.279270776,2780,0.567707303,B,B,F
17,1,2025/09/17 17:00:00,1782,6219,-0.657100221,2781,0.951081578,B,C,F
17,1,2025/09/17 18:00:00,1783,6218,-0.989336305,2782,0.943113668,B,C,F
17,1,2025/09/17 19:00:00,1784,6217,-0.411981153,2783,0.547082136,B,D,F
17,1,2025/09/17 20:00:00,1785,6216,0.544147571,2784,-0.074057655,B,A,F
17,1,2025/09/17 21:00:00,1786,6215,0.999989528,2785,-0.664724893,B,D,F
17,1,2025/09/17 22:00:00,1787,6214,0.536445725,2786,-0.981877326,B,D,F
17,1,2025/09/17 23:00:00,1788,6213,-0.420303804,2787,-0.895016028,B,C,F
17,1,2025/09/18 00:00:00,1789,6212,-0.990627954,2788,-0.439881875,B,A,F
17,1,2025/09/18 01:00:00,1790,6211,-0.650173331,2789,0.196250772,B,B,F
17,1,2025/09/18 02:00:00,1791,6210,0.288047654,2790,0.75163198,B,D,F
17,1,2025/09/18 03:00:00,1792,6209,0.961438954,2791,0.997738666,B,A,F
17,1,2025/09/18 04:00:00,1793,6208,0.750887714,2792,0.833305144,B,C,F
17,1,2025/09/18 05:00:00,1794,6207,-0.150026227,2793,0.325990987,B,A,F
17,1,2025/09/18 06:00:00,1795,6206,-0.913006747,2794,-0.315458903,B,D,F
17,1,2025/09/18 07:00:00,1796,6205,-0.836573074,2795,-0.827106704,B,B,F
17,1,2025/09/18 08:00:00,1797,6204,0.009002025,2796,-0.998424346,B,D,F
17,1,2025/09/18 09:00:00,1798,6203,0.846300704,2797,-0.758919643,B,B,F
17,1,2025/09/18 10:00:00,1799,6202,0.905514419,2798,-0.207141758,B,B,F
17,1,2025/09/18 11:00:00,1800,6201,0.132202353,2799,0.429868887,B,C,F
18,1,2025/06/19 20:00:00,1801,6200,-0.762655947,2800,0.890001089,B,C,F
18,1,2025/06/19 21:00:00,1802,6199,-0.956331886,2801,0.983923937,B,C,F
18,1,2025/06/19 22:00:00,1803,6198,-0.2707607,2802,0.672990933,B,B,F
18,1,2025/06/19 23:00:00,1804,6197,0.663746625,2803,0.085141892,B,C,F
18,1,2025/06/20 00:00:00,1805,6196,0.988008364,2804,-0.537740542,B,B,F
18,1,2025/06/20 01:00:00,1806,6195,0.403899769,2805,-0.939358508,B,D,F
18,1,2025/06/20 02:00:00,1807,6194,-0.551552411,2806,-0.95445799,B,D,F
18,1,2025/06/20 03:00:00,1808,6193,-0.999909848,2807,-0.576825993,B,A,F
18,1,2025/06/20 04:00:00,1809,6192,-0.528954782,2808,0.038152988,B,C,F
18,1,2025/06/20 05:00:00,1810,6191,0.428318871,2809,0.637433133,B,B,F
18,1,2025/06/20 06:00:00,1811,6190,0.991798129,2810,0.974428233,B,A,F
18,1,2025/06/20 07:00:00,1812,6189,0.643422761,2811,0.910474685,B,A,F
18,1,2025/06/20 08:00:00,1813,6188,-0.296512526,2812,0.471887498,B,D,F
18,1,2025/06/20 09:00:00,1814,6187,-0.963835564,2813,-0.160867558,B,D,F
18,1,2025/06/20 10:00:00,1815,6186,-0.74501263,2814,-0.727430331,B,D,F
18,1,2025/06/20 11:00:00,1816,6185,0.158771481,2815,-0.99467685,B,A,F
18,1,2025/06/20 12:00:00,1817,6184,0.916581824,2816,-0.852643009,B,A,F
18,1,2025/06/20 13:00:00,1818,6183,0.831691066,2817,-0.359771568,B,A,F
18,1,2025/06/20 14:00:00,1819,6182,-0.017852623,2818,0.281135324,B,B,F
18,1,2025/06/20 15:00:00,1820,6181,-0.850982692,2819,0.806363274,B,A,F
18,1,2025/06/20 16:00:00,1821,6180,-0.901723199,2820,0.999796378,B,B,F
18,1,2025/06/20 17:00:00,1822,6179,-0.123423555,2821,0.781842586,B,A,F
18,1,2025/06/20 18:00:00,1823,6178,0.768351136,2822,0.242183493,B,B,F
18,1,2025/06/20 19:00:00,1824,6177,0.953707336,2823,-0.397127007,B,D,F
18,1,2025/06/20 20:00:00,1825,6176,0.262229409,2824,-0.873031387,B,B,F
18,1,2025/06/20 21:00:00,1826,6175,-0.670341027,2825,-0.989708948,B,A,F
18,1,2025/06/20 22:00:00,1827,6174,-0.986603015,2826,-0.699150295,B,C,F
18,1,2025/06/20 23:00:00,1828,6173,-0.39578674,2827,-0.120911794,B,A,F
18,1,2025/06/21 00:00:00,1829,6172,0.558914038,2828,0.507078365,B,A,F
18,1,2025/06/21 01:00:00,1830,6171,0.999751827,2829,0.926420644,B,D,F
18,1,2025/06/21 02:00:00,1831,6170,0.521422397,2830,0.96456799,B,A,F
18,1,2025/06/21 03:00:00,1832,6169,-0.43630038,2831,0.605823889,B,D,F
18,1,2025/06/21 04:00:00,1833,6168,-0.9928906,2832,-0.002198981,B,D,F
18,1,2025/06/21 05:00:00,1834,6167,-0.636621781,2833,-0.609317034,B,A,F
18,1,2025/06/21 06:00:00,1835,6166,0.304954167,2834,-0.965718992,B,B,F
18,1,2025/06/21 07:00:00,1836,6165,0.966156661,2835,-0.9247559,B,A,F
18,1,2025/06/21 08:00:00,1837,6164,0.739079176,2836,-0.503282868,B,B,F
18,1,2025/06/21 09:00:00,1838,6163,-0.167504294,2837,0.125276308,B,D,F
18,1,2025/06/21 10:00:00,1839,6162,-0.920085089,2838,0.702287957,B,D,F
18,1,2025/06/21 11:00:00,1840,6161,-0.826743896,2839,0.990328702,B,D,F
18,1,2025/06/21 12:00:00,1841,6160,0.026701822,2840,0.870878221,B,A,F
18,1,2025/06/21 13:00:00,1842,6159,0.855598008,2841,0.393086887,B,C,F
18,1,2025/06/21 14:00:00,1843,6158,0.897861331,2842,-0.246448177,B,C,F
18,1,2025/06/21 15:00:00,1844,6157,0.114635087,2843,-0.784577041,B,C,F
18,1,2025/06/21 16:00:00,1845,6156,-0.773986128,2844,-0.999875457,B,A,F
18,1,2025/06/21 17:00:00,1846,6155,-0.951008066,2845,-0.803754437,B,A,F
18,1,2025/06/21 18:00:00,1847,6154,-0.253677574,2846,-0.276912033,B,D,F
18,1,2025/06/21 19:00:00,1848,6153,0.676882909,2847,0.363871555,B,D,F
18,1,2025/06/21 20:00:00,1849,6152,0.985120368,2848,0.854932666,B,A,F
18,1,2025/06/21 21:00:00,1850,6151,0.387642703,2849,0.994214051,B,A,F
18,1,2025/06/21 22:00:00,1851,6150,-0.566231875,2850,0.724405504,B,B,F
18,1,2025/06/21 23:00:00,1852,6149,-0.999515479,2851,0.156525331,B,A,F
18,1,2025/06/22 00:00:00,1853,6148,-0.513849161,2852,-0.475760426,B,C,F
18,1,2025/06/22 01:00:00,1854,6147,0.444247706,2853,-0.912284717,B,A,F
18,1,2025/06/22 02:00:00,1855,6146,0.99390528,2854,-0.973430594,B,B,F
18,1,2025/06/22 03:00:00,1856,6145,0.629770924,2855,-0.634038323,B,C,F
18,1,2025/06/22 04:00:00,1857,6144,-0.313371916,2856,-0.033757871,B,C,F
18,1,2025/06/22 05:00:00,1858,6143,-0.968402061,2857,0.580412955,B,A,F
18,1,2025/06/22 06:00:00,1859,6142,-0.733087817,2858,0.955760867,B,A,F
18,1,2025/06/22 07:00:00,1860,6141,0.176223985,2859,0.937841205,B,B,F
18,1,2025/06/22 08:00:00,1861,6140,0.923516268,2860,0.534027384,B,C,F
18,1,2025/06/22 09:00:00,1862,6139,0.821731954,2861,-0.089523049,B,C,F
18,1,2025/06/22 10:00:00,1863,6138,-0.03554893,2862,-0.676237371,B,D,F
18,1,2025/06/22 11:00:00,1864,6137,-0.860146291,2863,-0.984699842,B,A,F
18,1,2025/06/22 12:00:00,1865,6136,-0.893929119,2864,-0.887987199,B,D,F
18,1,2025/06/22 13:00:00,1866,6135,-0.105837638,2865,-0.425893859,B,C,F
18,1,2025/06/22 14:00:00,1867,6134,0.77956048,2866,0.211442318,B,B,F
18,1,2025/06/22 15:00:00,1868,6133,0.948234287,2867,0.76177618,B,D,F
18,1,2025/06/22 16:00:00,1869,6132,0.245105864,2868,0.998661479,B,D,F
18,1,2025/06/22 17:00:00,1870,6131,-0.68337176,2869,0.824626859,B,D,F
18,1,2025/06/22 18:00:00,1871,6130,-0.983560539,2870,0.311282465,B,C,F
18,1,2025/06/22 19:00:00,1872,6129,-0.379468295,2871,-0.330145538,B,B,F
18,1,2025/06/22 20:00:00,1873,6128,0.57350535,2872,-0.835728331,B,C,F
18,1,2025/06/22 21:00:00,1874,6127,0.999200821,2873,-0.997433419,B,B,F
18,1,2025/06/22 22:00:00,1875,6126,0.506235665,2874,-0.748723899,B,C,F
18,1,2025/06/22 23:00:00,1876,6125,-0.452160227,2875,-0.191936447,B,A,F
18,1,2025/06/23 00:00:00,1877,6124,-0.994842091,2876,0.443827225,B,C,F
18,1,2025/06/23 01:00:00,1878,6123,-0.622870725,2877,0.896969007,B,D,F
18,1,2025/06/23 02:00:00,1879,6122,0.321765113,2878,0.981034341,B,D,F
18,1,2025/06/23 03:00:00,1880,6121,0.97057159,2879,0.661432807,B,D,F
18,1,2025/06/23 04:00:00,1881,6120,0.727039023,2880,0.069671066,B,B,F
18,1,2025/06/23 05:00:00,1882,6119,-0.184929869,2881,-0.550758277,B,D,F
18,1,2025/06/23 06:00:00,1883,6118,-0.926875092,2882,-0.944566736,B,B,F
18,1,2025/06/23 07:00:00,1884,6117,-0.816655631,2883,-0.949713678,B,C,F
18,1,2025/06/23 08:00:00,1885,6116,0.044393252,2884,-0.564081286,B,D,F
18,1,2025/06/23 09:00:00,1886,6115,0.864627183,2885,0.053654017,B,B,F
18,1,2025/06/23 10:00:00,1887,6114,0.88992687,2886,0.649312264,B,D,F
18,1,2025/06/23 11:00:00,1888,6113,0.097031896,2887,0.977797553,B,D,F
18,1,2025/06/23 12:00:00,1889,6112,-0.785073755,2888,0.903947816,B,C,F
18,1,2025/06/23 13:00:00,1890,6111,-0.945386217,2889,0.458150057,B,B,F
18,1,2025/06/23 14:00:00,1891,6110,-0.236514951,2890,-0.176163018,B,A,F
18,1,2025/06/23 15:00:00,1892,6109,0.68980707,2891,-0.737990176,B,D,F
18,1,2025/06/23 16:00:00,1893,6108,0.981923652,2892,-0.996156014,B,B,F
18,1,2025/06/23 17:00:00,1894,6107,0.371264156,2893,-0.844432859,B,D,F
18,1,2025/06/23 18:00:00,1895,6106,-0.580733892,2894,-0.345250341,B,B,F
18,1,2025/06/23 19:00:00,1896,6105,-0.998807879,2895,0.295992571,B,C,F
18,1,2025/06/23 20:00:00,1897,6104,-0.498582508,2896,0.815443217,B,C,F
18,1,2025/06/23 21:00:00,1898,6103,0.460037322,2897,0.999362888,B,A,F
18,1,2025/06/23 22:00:00,1899,6102,0.995700959,2898,0.772074032,B,C,F
18,1,2025/06/23 23:00:00,1900,6101,0.615921726,2899,0.227099347,B,C,F
19,1,2025/03/12 06:00:00,1901,6100,-0.330133101,2900,-0.41132006,B,B,F
19,1,2025/03/12 07:00:00,1902,6099,-0.972665078,2901,-0.880493322,B,C,F
19,1,2025/03/12 08:00:00,1903,6098,-0.720933268,2902,-0.987369398,B,C,F
19,1,2025/03/12 09:00:00,1904,6097,0.193621264,2903,-0.687971915,B,D,F
19,1,2025/03/12 10:00:00,1905,6096,0.930161298,2904,-0.105494161,B,A,F
19,1,2025/03/12 11:00:00,1906,6095,0.811515325,2905,0.520391348,B,B,F
19,1,2025/03/12 12:00:00,1907,6094,-0.053234096,2906,0.932151075,B,D,F
19,1,2025/03/12 13:00:00,1908,6093,-0.869040334,2907,0.960357964,B,B,F
19,1,2025/03/12 14:00:00,1909,6092,-0.885854897,2908,0.593405708,B,B,F
19,1,2025/03/12 15:00:00,1910,6091,-0.088218553,2909,-0.017715598,B,A,F
19,1,2025/03/12 16:00:00,1911,6090,0.790525522,2910,-0.621547455,B,B,F
19,1,2025/03/12 17:00:00,1912,6089,0.942464078,2911,-0.969630758,B,B,F
19,1,2025/03/12 18:00:00,1913,6088,0.227905507,2912,-0.918739433,B,D,F
19,1,2025/03/12 19:00:00,1914,6087,-0.696188336,2913,-0.489813768,B,D,F
19,1,2025/03/12 20:00:00,1915,6086,-0.980209833,2914,0.140655902,B,A,F
19,1,2025/03/12 21:00:00,1916,6085,-0.36303093,2915,0.713249791,B,C,F
19,1,2025/03/12 22:00:00,1917,6084,0.587916936,2916,0.992362304,B,A,F
19,1,2025/03/12 23:00:00,1918,6083,0.998336683,2917,0.863146824,B,A,F
19,1,2025/03/13 00:00:00,1919,6082,0.490890287,2918,0.378771733,B,C,F
19,1,2025/03/13 01:00:00,1920,6081,-0.467878374,2919,-0.261456821,B,A,F
19,1,2025/03/13 02:00:00,1921,6080,-0.996481816,2920,-0.794103559,B,D,F
19,1,2025/03/13 03:00:00,1922,6079,-0.608924472,2921,-0.999999965,B,A,F
19,1,2025/03/13 04:00:00,1923,6078,0.338475224,2922,-0.794425705,B,C,F
19,1,2025/03/13 05:00:00,1924,6077,0.97468236,2923,-0.261968559,B,B,F
19,1,2025/03/13 06:00:00,1925,6076,0.714771029,2924,0.378280968,B,C,F
19,1,2025/03/13 07:00:00,1926,6075,-0.202297489,2925,0.862878967,B,B,F
19,1,2025/03/13 08:00:00,1927,6074,-0.933374629,2926,0.992427571,B,D,F
19,1,2025/03/13 09:00:00,1928,6073,-0.806311439,2927,0.713621326,B,A,F
19,1,2025/03/13 10:00:00,1929,6072,0.062070769,2928,0.141180829,B,B,F
19,1,2025/03/13 11:00:00,1930,6071,0.873385399,2929,-0.48935144,B,D,F
19,1,2025/03/13 12:00:00,1931,6070,0.881713521,2930,-0.918529939,B,A,F
19,1,2025/03/13 13:00:00,1932,6069,0.079398298,2931,-0.969760299,B,D,F
19,1,2025/03/13 14:00:00,1933,6068,-0.795915354,2932,-0.621962728,B,B,F
19,1,2025/03/13 15:00:00,1934,6067,-0.9394681,2933,-0.018245731,B,B,F
19,1,2025/03/13 16:00:00,1935,6066,-0.219278207,2934,0.59297885,B,B,F
19,1,2025/03/13 17:00:00,1936,6065,0.702515058,2935,0.96021002,B,C,F
19,1,2025/03/13 18:00:00,1937,6064,0.978419218,2936,0.932342919,B,C,F
19,1,2025/03/13 19:00:00,1938,6063,0.354769262,2937,0.520844043,B,D,F
19,1,2025/03/13 20:00:00,1939,6062,-0.595053918,2938,-0.104966886,B,D,F
19,1,2025/03/13 21:00:00,1940,6061,-0.99778727,2939,-0.687587019,B,A,F
19,1,2025/03/13 22:00:00,1941,6060,-0.483159607,2940,-0.987285254,B,C,F
19,1,2025/03/13 23:00:00,1942,6059,0.47568277,2941,-0.880744553,B,D,F
19,1,2025/03/14 00:00:00,1943,6058,0.997184602,2942,-0.411803291,B,D,F
19,1,2025/03/14 01:00:00,1944,6057,0.60187951,2943,0.226582951,B,D,F
19,1,2025/03/14 02:00:00,1945,6056,-0.346790828,2944,0.771736952,B,D,F
19,1,2025/03/14 03:00:00,1946,6055,-0.976623278,2945,0.999343824,B,B,F
19,1,2025/03/14 04:00:00,1947,6054,-0.70855279,2946,0.815750013,B,D,F
19,1,2025/03/14 05:00:00,1948,6053,0.210957865,2947,0.296498988,B,C,F
19,1,2025/03/14 06:00:00,1949,6052,0.936514832,2948,-0.344752677,B,C,F
19,1,2025/03/14 07:00:00,1950,6051,0.801044381,2949,-0.844148723,B,C,F
19,1,2025/03/14 08:00:00,1951,6050,-0.070902579,2950,-0.99620232,B,B,F
19,1,2025/03/14 09:00:00,1952,6049,-0.877662036,2951,-0.73834787,B,A,F
19,1,2025/03/14 10:00:00,1953,6048,-0.877503064,2952,-0.17668492,B,B,F
19,1,2025/03/14 11:00:00,1954,6047,-0.070571822,2953,0.457678695,B,C,F
19,1,2025/03/14 12:00:00,1955,6046,0.801242828,2954,0.903720945,B,A,F
19,1,2025/03/14 13:00:00,1956,6045,0.936398517,2955,0.977908523,B,D,F
19,1,2025/03/14 14:00:00,1957,6044,0.210633728,2956,0.649715416,B,C,F
19,1,2025/03/14 15:00:00,1958,6043,-0.708786739,2957,0.054183464,B,B,F
19,1,2025/03/14 16:00:00,1959,6042,-0.976551947,2958,-0.563643395,B,A,F
19,1,2025/03/14 17:00:00,1960,6041,-0.346479798,2959,-0.949547522,B,A,F
19,1,2025/03/14 18:00:00,1961,6040,0.602144279,2960,-0.944740684,B,D,F
19,1,2025/03/14 19:00:00,1962,6039,0.997159683,2961,-0.551200754,B,B,F
19,1,2025/03/14 20:00:00,1963,6038,0.475391073,2962,0.069142126,B,D,F
19,1,2025/03/14 21:00:00,1964,6037,-0.483449897,2963,0.661035048,B,C,F
19,1,2025/03/14 22:00:00,1965,6036,-0.997809261,2964,0.980931429,B,D,F
19,1,2025/03/14 23:00:00,1966,6035,-0.594787393,2965,0.897203287,B,A,F
19,1,2025/03/15 00:00:00,1967,6034,0.355079262,2966,0.444302298,B,D,F
19,1,2025/03/15 01:00:00,1968,6033,0.97848768,2967,-0.19141606,B,C,F
19,1,2025/03/15 02:00:00,1969,6032,0.702279038,2968,-0.748372322,B,D,F
19,1,2025/03/15 03:00:00,1970,6031,-0.219601713,2969,-0.997395315,B,A,F
19,1,2025/03/15 04:00:00,1971,6030,-0.939581662,2970,-0.836019379,B,D,F
19,1,2025/03/15 05:00:00,1972,6029,-0.795714564,2971,-0.33064598,B,C,F
19,1,2025/03/15 06:00:00,1973,6028,0.079728835,2972,0.310778545,B,C,F
19,1,2025/03/15 07:00:00,1974,6027,0.88186991,2973,0.824326811,B,D,F
19,1,2025/03/15 08:00:00,1975,6026,0.873223858,2974,0.998688763,B,C,F
19,1,2025/03/15 09:00:00,1976,6025,0.061739817,2975,0.762119569,B,C,F
19,1,2025/03/15 10:00:00,1977,6024,-0.806507526,2976,0.211960518,B,C,F
19,1,2025/03/15 11:00:00,1978,6023,-0.93325557,2977,-0.425414071,B,B,F
19,1,2025/03/15 12:00:00,1979,6022,-0.201972746,2978,-0.887743244,B,D,F
19,1,2025/03/15 13:00:00,1980,6021,0.715002889,2979,-0.984792099,B,C,F
19,1,2025/03/15 14:00:00,1981,6020,0.974608165,2980,-0.67662788,B,C,F
19,1,2025/03/15 15:00:00,1982,6019,0.338163189,2981,-0.090051126,B,A,F
19,1,2025/03/15 16:00:00,1983,6018,-0.609187463,2982,0.533579026,B,C,F
19,1,2025/03/15 17:00:00,1984,6017,-0.996453971,2983,0.937657053,B,C,F
19,1,2025/03/15 18:00:00,1985,6016,-0.467585293,2984,0.955916694,B,B,F
19,1,2025/03/15 19:00:00,1986,6015,0.491179147,2985,0.580844642,B,D,F
19,1,2025/03/15 20:00:00,1987,6014,0.998355745,2986,-0.03322795,B,B,F
19,1,2025/03/15 21:00:00,1988,6013,0.587648675,2987,-0.633628215,B,C,F
19,1,2025/03/15 22:00:00,1989,6012,-0.363339876,2988,-0.973309047,B,D,F
19,1,2025/03/15 23:00:00,1990,6011,-0.980275421,2989,-0.912501743,B,A,F
19,1,2025/03/16 00:00:00,1991,6010,-0.695950264,2990,-0.476226726,B,B,F
19,1,2025/03/16 01:00:00,1992,6009,0.228228356,2991,0.156001626,B,A,F
19,1,2025/03/16 02:00:00,1993,6008,0.942574878,2992,0.724039883,B,D,F
19,1,2025/03/16 03:00:00,1994,6007,0.790322405,2993,0.994156956,B,D,F
19,1,2025/03/16 04:00:00,1995,6006,-0.088548843,2994,0.85520759,B,C,F
19,1,2025/03/16 05:00:00,1996,6005,-0.886008693,2995,0.364365375,B,B,F
19,1,2025/03/16 06:00:00,1997,6004,-0.868876236,2996,-0.27640251,B,B,F
19,1,2025/03/16 07:00:00,1998,6003,-0.052902975,2997,-0.803438865,B,A,F
19,1,2025/03/16 08:00:00,1999,6002,0.811709037,2998,-0.999883684,B,D,F
19,1,2025/03/16 09:00:00,2000,6001,0.930039504,2999,-0.784905683,B,D,F
20,2,2025/09/07 06:00:00,2001,6000,0.19329594,3000,-0.246962006,C,C,G
20,2,2025/09/07 07:00:00,2002,5999,-0.72116302,3001,0.392599295,C,D,G
20,2,2025/09/07 08:00:00,2003,5998,-0.972588025,3002,0.870617497,C,C,G
20,2,2025/09/07 09:00:00,2004,5997,-0.329820086,3003,0.990402125,C,B,G
20,2,2025/09/07 10:00:00,2005,5996,0.61618292,3004,0.702665317,C,D,G
20,2,2025/09/07 11:00:00,2006,5995,0.995670191,3005,0.125802332,C,B,G
20,2,2025/09/07 12:00:00,2007,5994,0.45974288,3006,-0.502824624,C,C,G
20,2,2025/09/07 13:00:00,2008,5993,-0.498869915,3007,-0.92455399,C,B,G
20,2,2025/09/07 14:00:00,2009,5992,-0.99882401,3008,-0.965856496,C,D,G
20,2,2025/09/07 15:00:00,2010,5991,-0.580463917,3009,-0.609737372,C,D,G
20,2,2025/09/07 16:00:00,2011,5990,0.371572024,3010,-0.002729197,C,D,G
20,2,2025/09/07 17:00:00,2012,5989,0.98198636,3011,0.605401963,C,D,G
20,2,2025/09/07 18:00:00,2013,5988,0.689566965,3012,0.964427965,C,A,G
20,2,2025/09/07 19:00:00,2014,5987,-0.236837118,3013,0.926620136,C,B,G
20,2,2025/09/07 20:00:00,2015,5986,-0.945494247,3014,0.507535289,C,C,G
20,2,2025/09/07 21:00:00,2016,5985,-0.784868326,3015,-0.120385449,C,A,G
20,2,2025/09/07 22:00:00,2017,5984,0.097361914,3016,-0.698771104,C,B,G
20,2,2025/09/07 23:00:00,2018,5983,0.890078059,3017,-0.989632937,C,A,G
20,2,2025/09/08 00:00:00,2019,5982,0.864460541,3018,-0.873289832,C,C,G
20,2,2025/09/08 01:00:00,2020,5981,0.044061988,3019,-0.397613566,C,C,G
20,2,2025/09/08 02:00:00,2021,5980,-0.816846953,3020,0.241669025,C,B,G
20,2,2025/09/08 03:00:00,2022,5979,-0.926750573,3021,0.781511898,C,C,G
20,2,2025/09/08 04:00:00,2023,5978,-0.18460399,3022,0.999785538,C,C,G
20,2,2025/09/08 05:00:00,2024,5977,0.72726665,3023,0.806676742,C,B,G
20,2,2025/09/08 06:00:00,2025,5976,0.970491686,3024,0.281644118,C,B,G
20,2,2025/09/08 07:00:00,2026,5975,0.321451142,3025,-0.359276803,C,D,G
20,2,2025/09/08 08:00:00,2027,5974,-0.6231301,3026,-0.852365853,C,D,G
20,2,2025/09/08 09:00:00,2028,5973,-0.994808402,3027,-0.994731346,C,C,G
20,2,2025/09/08 10:00:00,2029,5972,-0.451864446,3028,-0.727794055,C,B,G
20,2,2025/09/08 11:00:00,2030,5971,0.506521597,3029,-0.161390848,C,A,G
20,2,2025/09/08 12:00:00,2031,5970,0.99921402,3030,0.47141996,C,A,G
20,2,2025/09/08 13:00:00,2032,5969,0.573233681,3031,0.910255277,C,C,G
20,2,2025/09/08 14:00:00,2033,5968,-0.379775061,3032,0.974547235,C,D,G
20,2,2025/09/08 15:00:00,2034,5967,-0.983620363,3033,0.63784158,C,C,G
20,2,2025/09/08 16:00:00,2035,5966,-0.68312964,3034,0.038682815,C,C,G
20,2,2025/09/08 17:00:00,2036,5965,0.245427324,3035,-0.576392794,C,C,G
20,2,2025/09/08 18:00:00,2037,5964,0.948339538,3036,-0.954299668,C,A,G
20,2,2025/09/08 19:00:00,2038,5963,0.779352754,3037,-0.939540207,C,A,G
20,2,2025/09/08 20:00:00,2039,5962,-0.106167357,3038,-0.538187499,C,D,G
20,2,2025/09/08 21:00:00,2040,5961,-0.89407769,3039,0.084613587,C,C,G
20,2,2025/09/08 22:00:00,2041,5960,-0.859977118,3040,0.672598662,C,A,G
20,2,2025/09/08 23:00:00,2042,5959,-0.035217549,3041,0.983829108,C,D,G
20,2,2025/09/09 00:00:00,2043,5958,0.821920872,3042,0.890242721,C,B,G
20,2,2025/09/09 01:00:00,2044,5957,0.923389034,3043,0.430347556,C,B,G
20,2,2025/09/09 02:00:00,2045,5956,0.175897577,3044,-0.206623011,C,D,G
20,2,2025/09/09 03:00:00,2046,5955,-0.733313301,3045,-0.758574267,C,B,G
20,2,2025/09/09 04:00:00,2047,5954,-0.968319312,3046,-0.998394453,C,A,G
20,2,2025/09/09 05:00:00,2048,5953,-0.313057013,3047,-0.827404594,C,B,G
20,2,2025/09/09 06:00:00,2049,5952,0.63002846,3048,-0.315962004,C,C,G
