Snapshot,Label,Time,Value1,Value2,Value3,Value4,Value5,Value6
16,1,2025-04-11 01:00:00,-11.413436,-12.225944,2.907753,-0.207743,-0.737754,1.877678
16,1,2025-04-11 02:00:00,0.530042,-11.454049,-1.585688,2.285174,-1.502142,5.470567
16,1,2025-04-11 03:00:00,15.932148,-10.011457,-5.896927,2.325124,-0.972131,7.856949
16,1,2025-04-11 04:00:00,14.400603,0.018109,-7.401544,0.295634,-0.604586,6.312193
16,1,2025-04-11 05:00:00,11.209743,10.386961,-6.169634,-2.855135,0.143822,-1.355657
16,1,2025-04-11 06:00:00,12.326563,4.965893,-1.366321,-0.471417,-0.026634,-5.350716
16,1,2025-04-11 07:00:00,4.900373,-11.081743,1.099837,-0.833636,0.44212,-5.803489
16,1,2025-04-11 08:00:00,-5.732792,-14.014988,2.613123,-2.452966,0.838962,-3.102829
16,1,2025-04-11 09:00:00,-9.882447,-9.075571,2.681814,-0.783032,0.055931,1.009418
16,1,2025-04-11 10:00:00,-4.430266,-11.316754,0.957392,2.074767,-0.852279,3.875207
16,1,2025-04-11 11:00:00,13.514693,-8.187421,-6.668823,2.23457,-0.988111,6.557223
17,1,2025-09-14 08:00:00,0.324449,-0.977516,-1.260218,-0.788358,0.316941,0.588605
17,1,2025-09-14 09:00:00,0.324449,-0.977516,-1.260218,-0.788358,0.316941,0.588605
17,1,2025-09-14 10:00:00,9.294422,-6.963223,-2.498493,2.434323,-0.079901,6.535916
17,1,2025-09-14 11:00:00,8.241495,4.174181,-5.04525,2.024163,0.322268,4.636931
17,1,2025-09-14 12:00:00,7.69208,7.438757,-5.781352,-0.623229,0.46609,1.118617
17,1,2025-09-14 13:00:00,10.776054,8.419487,-5.435967,-0.812329,-0.202416,-3.108156
17,1,2025-09-14 14:00:00,18.251406,-7.806994,0.26667,-2.703323,1.134597,-7.449453
17,1,2025-09-14 15:00:00,18.251406,-7.806994,0.26667,-2.703323,1.134597,-7.449453
17,1,2025-09-14 16:00:00,2.350479,-14.148073,1.436994,0.439456,-0.67117,-5.300111
17,1,2025-09-14 17:00:00,-9.9444,-12.418863,2.699757,-2.197282,-0.330258,-3.217354
17,1,2025-09-14 18:00:00,-12.75668,-6.659298,1.340441,-1.57139,-0.071911,0.050604
17,1,2025-09-14 19:00:00,-6.866942,-6.559108,-0.91862,1.57139,-1.046705,2.892423
17,1,2025-09-14 20:00:00,14.966667,-11.243203,-0.214094,3.776662,-0.500714,6.895472
17,1,2025-09-14 21:00:00,18.280817,-9.490077,-3.691414,2.993631,0.977458,7.726444
17,1,2025-09-14 22:00:00,10.930565,10.52672,-8.805396,-0.498051,1.062686,2.271857
17,1,2025-09-14 23:00:00,8.708305,11.739676,-5.801014,-0.849616,-0.503377,-1.835064
17,1,2025-09-15 00:00:00,15.714913,-1.918931,-0.30441,-1.84039,0.740418,-7.619909
17,1,2025-09-15 01:00:00,9.865818,-13.450843,1.456848,-0.905547,1.182537,-7.69981
17,1,2025-09-15 02:00:00,-7.843425,-17.12057,2.954526,0.239704,-1.14525,-2.836492
17,1,2025-09-15 03:00:00,-14.178483,-7.962962,1.935721,-0.4581,-0.322268,1.118617
17,1,2025-09-15 04:00:00,-5.735113,-10.23794,-1.137914,2.263867,-1.1053,3.939128
17,1,2025-09-15 05:00:00,15.182415,-11.287213,0.210097,4.343961,1.606014,6.706372
17,1,2025-09-15 06:00:00,14.334509,-1.701976,-5.34905,0.993438,2.239896,5.603736
17,1,2025-09-15 07:00:00,7.278639,10.97472,-6.645765,-0.540665,-0.420813,0.567298
17,1,2025-09-15 08:00:00,8.250719,10.756626,-5.031197,-0.516694,-1.297062,-3.64882
17,1,2025-09-15 09:00:00,11.597811,-11.689101,2.976097,-2.194619,0.769715,-7.492067
17,1,2025-09-15 10:00:00,2.017969,-14.760359,3.56135,-0.721774,-0.926854,-5.406646
17,1,2025-09-15 11:00:00,-12.947723,-10.54773,3.813846,-1.057359,-0.455437,-1.041379
17,1,2025-09-15 12:00:00,-11.396957,-5.795265,2.368289,0.910873,-0.47408,2.508897
17,1,2025-09-15 13:00:00,9.948061,-11.425516,1.754877,2.966997,0.673833,5.944647
17,1,2025-09-15 14:00:00,9.948061,-11.425516,1.754877,2.966997,0.673833,5.944647
17,1,2025-09-15 15:00:00,9.920948,8.326621,-6.616955,-0.67916,0.897557,2.439649
17,1,2025-09-15 16:00:00,7.871988,11.036232,-5.649341,-0.487397,-0.530011,-1.265102
17,1,2025-09-15 17:00:00,12.022082,1.589593,-1.328603,-1.427568,0.42614,-6.844867
17,1,2025-09-15 18:00:00,10.139822,-12.629366,1.433401,-1.432895,1.185201,-7.603929
17,1,2025-09-15 19:00:00,10.139822,-12.629366,1.433401,-1.432895,1.185201,-7.603929
17,1,2025-09-15 20:00:00,-10.137082,-14.668377,4.340598,-0.303624,-0.756398,-2.908403
17,1,2025-09-15 21:00:00,-12.051997,-9.111931,0.960676,-0.269001,0.189099,1.086656
17,1,2025-09-15 22:00:00,13.051865,-10.628336,-1.349177,2.879106,0.356892,6.735669
17,1,2025-09-15 23:00:00,13.051865,-10.628336,-1.349177,2.879106,0.356892,6.735669
17,1,2025-09-16 00:00:00,10.974554,5.274351,-5.921836,-0.130505,1.235805,3.973752
17,1,2025-09-16 01:00:00,8.155354,12.206301,-4.69064,-2.018837,-0.013317,-0.143822
17,1,2025-09-16 02:00:00,13.716102,5.787815,-2.025604,0.490061,-0.133169,-5.747558
17,1,2025-09-16 03:00:00,13.639065,-11.784723,0.406845,-2.090747,1.986876,-8.328366
17,1,2025-09-16 04:00:00,-3.813498,-16.480213,1.448781,-1.150577,-0.711121,-4.650249
17,1,2025-09-16 05:00:00,-12.095759,-10.680851,3.681949,-1.209171,-0.151812,-0.873586
17,1,2025-09-16 06:00:00,-7.820848,-7.987037,-1.243975,1.486162,-1.214498,3.534295
17,1,2025-09-16 07:00:00,5.864028,-11.507031,-0.420504,2.807195,-1.310379,6.442698
17,1,2025-09-16 08:00:00,14.476238,-10.410299,-2.558345,3.731385,0.615239,6.943412
17,1,2025-09-16 09:00:00,9.504875,7.162008,-6.365183,-1.411588,0.548655,1.901648
17,1,2025-09-16 10:00:00,9.55624,11.648915,-5.018951,-0.46609,-0.913537,-1.526112
17,1,2025-09-16 11:00:00,10.449732,2.568518,-0.680895,-0.484734,1.329023,-5.244181
17,1,2025-09-16 12:00:00,11.726898,-12.611073,2.391193,-0.775041,1.651291,-7.782374
17,1,2025-09-16 13:00:00,-9.556165,-16.517822,-0.182109,-0.314278,-0.173119,-3.164087
17,1,2025-09-16 14:00:00,-15.711735,-9.127811,0.215025,-0.44212,-0.708457,0.724437
17,1,2025-09-16 15:00:00,-3.411273,-8.698906,-0.905882,2.239896,-1.82441,4.985834
17,1,2025-09-16 16:00:00,13.932744,-10.458299,-1.039564,3.859227,-0.22106,7.689157
17,1,2025-09-16 17:00:00,13.083185,3.148409,-5.902797,1.57139,1.078666,6.3335
17,1,2025-09-16 18:00:00,11.462801,11.56984,-6.871127,-1.502142,-0.157139,1.179874
17,1,2025-09-16 19:00:00,13.562127,8.485546,-3.267604,-1.083993,0.23704,-5.446597
17,1,2025-09-16 20:00:00,16.270687,-10.902053,-0.579886,-1.363647,2.490253,-9.24723
17,1,2025-09-16 21:00:00,1.89187,-15.181946,2.696334,1.566063,-0.838962,-6.770293
17,1,2025-09-16 22:00:00,-14.95883,-11.797371,6.182245,-1.414251,-0.857606,-1.757826
17,1,2025-09-16 23:00:00,-14.95883,-11.797371,6.182245,-1.414251,-0.857606,-1.757826
17,1,2025-09-17 00:00:00,4.564164,-12.145396,0.569309,3.8539,-0.572625,6.312193
17,1,2025-09-17 01:00:00,17.189972,-10.624514,-2.040805,2.082757,1.531439,7.590612
17,1,2025-09-17 02:00:00,17.189972,-10.624514,-2.040805,2.082757,1.531439,7.590612
17,1,2025-09-17 03:00:00,11.900578,10.083344,-4.734944,0.24503,0.114525,4.218782
17,1,2025-09-17 04:00:00,10.954086,10.602358,-3.569055,-0.039951,-0.346238,-0.516694
17,1,2025-09-17 05:00:00,11.096689,1.899854,-4.072208,-0.996101,1.496815,-4.828694
17,1,2025-09-17 06:00:00,8.783094,-10.814306,0.767332,-0.6472,1.030725,-7.734434
17,1,2025-09-17 07:00:00,-8.992978,-14.965508,0.292384,0.4581,0.327595,-4.562357
17,1,2025-09-17 08:00:00,-15.733413,-10.235002,0.60925,-1.155904,-0.729764,-1.017408
17,1,2025-09-17 09:00:00,-8.886673,-4.561847,0.548788,1.275755,-1.488825,3.326552
17,1,2025-09-17 10:00:00,6.25716,-10.596852,-2.842081,2.96966,-0.22106,5.987261
17,1,2025-09-17 11:00:00,12.539314,-3.015735,-2.901327,1.001428,-0.396843,5.824796
17,1,2025-09-17 12:00:00,9.165571,8.240778,-3.331745,0.018644,-1.185201,2.70865
17,1,2025-09-17 13:00:00,9.320882,10.792213,-3.03714,-0.532675,-0.005327,-2.05346
17,1,2025-09-17 14:00:00,12.30325,4.236235,-1.794148,-0.623229,1.35033,-5.097695
17,1,2025-09-17 15:00:00,9.691327,-13.160543,0.489456,-0.506041,1.166557,-7.215076
17,1,2025-09-17 16:00:00,-3.407567,-16.415216,-0.545272,-1.725865,0.324931,-4.76211
17,1,2025-09-17 17:00:00,-14.80802,-10.365513,2.482935,-0.143822,-0.729764,-0.239704
17,1,2025-09-17 18:00:00,-7.657809,-9.405773,-0.544858,1.086656,-1.147914,3.888524
17,1,2025-09-17 19:00:00,8.6983,-10.630095,-4.252338,2.032153,-0.993438,6.306866
17,1,2025-09-17 20:00:00,17.086964,-5.447393,-5.075765,2.631412,-0.125179,6.725016
17,1,2025-09-17 21:00:00,13.693924,12.736812,-7.347761,-1.203844,-1.057359,0.804339
17,1,2025-09-17 22:00:00,13.049645,13.384834,-2.665815,-1.203844,0.157139,-4.314663
17,1,2025-09-17 23:00:00,13.049645,13.384834,-2.665815,-1.203844,0.157139,-4.314663
17,1,2025-09-18 00:00:00,9.463268,-17.251976,1.438428,0.953487,-1.235805,-7.204423
17,1,2025-09-18 01:00:00,9.463268,-17.251976,1.438428,0.953487,-1.235805,-7.204423
17,1,2025-09-18 02:00:00,-16.100365,-13.48694,2.351981,-0.431466,0.149149,1.813757
17,1,2025-09-18 03:00:00,-16.100365,-13.48694,2.351981,-0.431466,0.149149,1.813757
17,1,2025-09-18 04:00:00,6.632394,-15.157989,-5.505229,1.504805,-1.089319,5.933994
17,1,2025-09-18 05:00:00,18.456865,-9.866685,-4.956283,4.117574,-1.739182,9.684023
17,1,2025-09-18 06:00:00,17.088282,9.020572,-6.624309,1.398271,0.247694,5.918014
17,1,2025-09-18 07:00:00,13.885904,16.3543,-5.527739,-1.443548,-1.257112,-0.873586
17,1,2025-09-18 08:00:00,20.153603,8.161517,-4.600859,-2.468947,0.093218,-7.244373
17,1,2025-09-18 09:00:00,11.827358,-13.698463,-0.547638,0.098545,1.941599,-8.13394
17,1,2025-09-18 10:00:00,0.252433,-18.165749,2.404931,-2.442313,-0.002663,-4.716833
17,1,2025-09-18 11:00:00,-16.97901,-10.390357,3.354876,-0.404833,-0.68715,0.415486
18,1,2025-06-19 20:00:00,0.951708,-1.304853,-0.944935,-0.386189,0.308951,0.098545
18,1,2025-06-19 21:00:00,0.951708,-1.304853,-0.944935,-0.386189,0.308951,0.098545
18,1,2025-06-19 22:00:00,6.227476,-1.22245,0.68235,-0.346238,0.298298,-1.408924
18,1,2025-06-19 23:00:00,3.055575,-6.194563,3.135348,0.506041,-0.130505,-2.868452
18,1,2025-06-20 00:00:00,3.055575,-6.194563,3.135348,0.506041,-0.130505,-2.868452
18,1,2025-06-20 01:00:00,-12.628584,-3.34344,-0.721326,-0.287644,-0.226387,-0.01598
18,1,2025-06-20 02:00:00,-12.628584,-3.34344,-0.721326,-0.287644,-0.226387,-0.01598
18,1,2025-06-20 03:00:00,-10.702814,-5.95603,-2.646603,1.411588,-0.913537,1.619331
18,1,2025-06-20 04:00:00,12.363288,-13.185492,-5.635094,1.715212,0.383526,5.00714
18,1,2025-06-20 05:00:00,15.816508,18.916409,-5.256568,0.223723,-2.389045,5.286795
18,1,2025-06-20 06:00:00,15.816508,18.916409,-5.256568,0.223723,-2.389045,5.286795
18,1,2025-06-20 07:00:00,15.491509,18.674904,-4.324119,-0.649863,0.796348,-1.992203
18,1,2025-06-20 08:00:00,15.639135,-10.669864,-7.434704,-0.676497,5.340062,-8.030068
18,1,2025-06-20 09:00:00,4.684594,-16.339867,-2.99789,-1.15324,1.299726,-7.484077
18,1,2025-06-20 10:00:00,-10.113408,-18.300135,0.86908,0.047941,-0.346238,-2.500907
18,1,2025-06-20 11:00:00,-14.589802,-7.805737,-1.364787,-0.154476,-0.830972,2.381055
18,1,2025-06-20 12:00:00,-3.92414,-9.429537,-3.441737,2.940363,-2.181302,5.124329
18,1,2025-06-20 13:00:00,14.052027,-10.437023,-4.608375,2.634075,-1.13726,7.601265
18,1,2025-06-20 14:00:00,11.089367,4.932204,-4.044923,0.977458,-1.025398,6.011232
18,1,2025-06-20 15:00:00,9.025152,15.907438,-2.587693,-1.177211,-0.905547,-0.740418
18,1,2025-06-20 16:00:00,16.919298,4.775748,-2.574628,-3.257305,2.780561,-5.398656
18,1,2025-06-20 17:00:00,9.905085,-14.448891,-0.462288,1.313043,2.407689,-8.927625
18,1,2025-06-20 18:00:00,-6.661223,-19.16847,0.539762,0.631219,-1.123943,-3.462384
18,1,2025-06-20 19:00:00,-11.44476,-10.709771,-1.16946,-1.070676,-0.071911,1.805767
18,1,2025-06-20 20:00:00,-5.451899,-7.03087,-1.881403,1.36631,-2.0215,4.719496
18,1,2025-06-20 21:00:00,11.730789,-10.410752,-3.941868,3.720732,-1.36631,7.396185
18,1,2025-06-20 22:00:00,8.389153,3.812698,-3.748829,0.948161,-0.825646,5.649013
18,1,2025-06-20 23:00:00,6.912494,13.564032,-2.938645,-1.568726,-0.498051,-1.006755
18,1,2025-06-21 00:00:00,10.632747,9.446201,-1.94573,-2.117381,0.841626,-5.193576
18,1,2025-06-21 01:00:00,5.210368,-13.495461,-1.659864,-0.22905,3.15077,-6.032539
18,1,2025-06-21 02:00:00,-5.110202,-16.21536,-2.593354,-1.339676,1.036052,-3.374493
18,1,2025-06-21 03:00:00,-12.685026,-6.947951,0.138535,-1.150577,0.194426,0.564635
18,1,2025-06-21 04:00:00,-8.872908,-4.699709,-1.878164,0.660516,-1.070676,2.956343
18,1,2025-06-21 05:00:00,3.959648,-11.234664,-4.382902,1.592697,-1.8324,6.384104
18,1,2025-06-21 06:00:00,9.35437,-1.893018,-4.131137,1.235805,-2.413016,6.13641
18,1,2025-06-21 07:00:00,8.366066,12.983273,-2.000494,0.412823,-1.643301,0.980121
18,1,2025-06-21 08:00:00,8.366066,12.983273,-2.000494,0.412823,-1.643301,0.980121
18,1,2025-06-21 09:00:00,9.773332,-5.366408,-1.432769,-0.926854,3.603543,-5.84344
18,1,2025-06-21 10:00:00,1.015129,-14.827593,-2.250166,-0.300961,1.531439,-4.498437
18,1,2025-06-21 11:00:00,-11.880601,-10.108083,0.725786,-1.616667,0.66318,-0.958814
18,1,2025-06-21 12:00:00,-12.690986,-3.719702,-1.619198,-0.67916,-0.364882,1.416914
18,1,2025-06-21 13:00:00,-12.690986,-3.719702,-1.619198,-0.67916,-0.364882,1.416914
18,1,2025-06-21 14:00:00,11.404491,-9.824696,-4.42753,1.962906,-2.452966,6.527926
18,1,2025-06-21 15:00:00,11.404491,-9.824696,-4.42753,1.962906,-2.452966,6.527926
18,1,2025-06-21 16:00:00,8.551016,8.868532,-2.411433,-0.151812,-0.737754,2.26653
18,1,2025-06-21 17:00:00,7.727787,11.588933,-0.762442,-2.935037,0.269001,-2.226579
18,1,2025-06-21 18:00:00,9.368789,2.966857,0.818803,-0.295634,2.285174,-5.372023
18,1,2025-06-21 19:00:00,6.23943,-13.725628,-4.043531,-1.475509,4.013702,-6.541243
18,1,2025-06-21 20:00:00,-8.643957,-16.488897,-1.283817,0.181109,-0.394179,-1.552746
18,1,2025-06-21 21:00:00,-10.708297,-9.150533,-0.916104,-0.551318,-0.988111,1.976222
18,1,2025-06-21 22:00:00,6.330823,-11.112832,-4.04677,2.951017,-3.028255,6.370787
18,1,2025-06-21 23:00:00,13.044487,-7.701267,-6.932507,2.767244,-2.000193,6.807581
18,1,2025-06-22 00:00:00,9.824709,12.631899,-4.398449,-0.372872,-0.234377,1.310379
18,1,2025-06-22 01:00:00,10.405377,10.468629,-1.1859,-1.507469,0.127842,-3.523642
18,1,2025-06-22 02:00:00,12.041463,1.032768,-0.193917,-0.588605,2.703323,-6.701046
18,1,2025-06-22 03:00:00,3.109717,-13.784058,-1.246331,-0.423476,1.627321,-5.64635
18,1,2025-06-22 04:00:00,-8.556449,-15.743752,-0.344386,-0.508704,0.002663,-0.966804
18,1,2025-06-22 05:00:00,-7.078353,-7.183931,-0.604548,0.543328,-1.552746,3.126799
18,1,2025-06-22 06:00:00,5.377193,-10.76917,-3.041972,2.191956,-2.343768,6.181688
18,1,2025-06-22 07:00:00,12.608711,-4.56702,-5.506703,2.567491,-1.454202,6.416064
18,1,2025-06-22 08:00:00,8.9354,11.57115,-4.077759,0.604586,0.042614,0.822982
18,1,2025-06-22 09:00:00,8.544794,11.292494,-2.899994,-2.50357,0.43413,-2.367738
18,1,2025-06-22 10:00:00,9.52527,-2.3152,-1.925328,-0.812329,3.012274,-5.004477
18,1,2025-06-22 11:00:00,4.563314,-12.727171,-0.971707,-1.989539,2.2905,-5.824796
18,1,2025-06-22 12:00:00,-13.377131,-11.205008,0.246361,-0.628556,0.242367,-1.531439
18,1,2025-06-22 13:00:00,-10.246027,-4.886158,-1.114973,0.569962,-0.934844,2.319798
18,1,2025-06-22 14:00:00,2.034367,-9.811202,-3.424986,1.262439,-2.042807,5.055081
18,1,2025-06-22 15:00:00,2.034367,-9.811202,-3.424986,1.262439,-2.042807,5.055081
18,1,2025-06-22 16:00:00,12.087966,-4.835707,-4.33324,2.389045,-2.048133,4.964527
18,1,2025-06-22 17:00:00,9.38371,9.294879,-3.217035,-0.087891,-0.503377,1.454202
18,1,2025-06-22 18:00:00,9.142379,11.093921,-1.662579,-2.205272,0.644536,-1.82441
18,1,2025-06-22 19:00:00,-1.958199,-14.975064,-3.234568,-1.536766,1.779133,-4.871308
18,1,2025-06-22 20:00:00,-1.958199,-14.975064,-3.234568,-1.536766,1.779133,-4.871308
18,1,2025-06-22 21:00:00,-12.621309,-11.286797,-0.255264,-1.257112,0.141159,-1.099973
18,1,2025-06-22 22:00:00,-12.521095,-3.821934,-1.002021,0.013317,-1.038715,2.631412
18,1,2025-06-22 23:00:00,8.405645,-10.514705,-7.283043,1.944262,-2.966997,6.221638
18,1,2025-06-23 00:00:00,15.501257,-9.828511,-5.917182,2.70865,-3.283938,6.506619
18,1,2025-06-23 01:00:00,12.023627,14.855418,-3.482083,1.80044,-0.665843,2.652719
18,1,2025-06-23 02:00:00,16.830214,11.733843,-3.220382,-2.860462,1.621994,-4.298683
18,1,2025-06-23 03:00:00,14.406693,-3.179225,-0.947836,1.648628,5.02312,-6.626471
18,1,2025-06-23 04:00:00,4.720339,-17.556068,-3.621877,1.36631,0.902883,-6.844867
18,1,2025-06-23 05:00:00,-17.429821,-13.123859,-0.575726,-1.534103,-0.538001,0.173119
18,1,2025-06-23 06:00:00,-9.139596,-9.153594,-1.87001,0.844289,-1.797777,4.122901
18,1,2025-06-23 07:00:00,14.224161,-11.202561,-8.039314,3.907167,-2.583471,6.986026
18,1,2025-06-23 08:00:00,16.113108,-5.101673,-6.033027,2.06145,-1.321033,6.37345
18,1,2025-06-23 09:00:00,10.914944,17.182804,-1.300563,0.069248,-0.761725,0.21307
18,1,2025-06-23 10:00:00,12.075464,9.458655,-1.490154,-1.84039,2.253213,-4.455823
18,1,2025-06-23 11:00:00,12.484466,-12.070278,-2.688376,-0.463427,4.112247,-7.140502
18,1,2025-06-23 12:00:00,-2.998258,-15.803288,-4.128627,-1.38229,1.928282,-4.778091
18,1,2025-06-23 13:00:00,-18.16576,-10.053343,-0.769796,-0.993438,0.19709,-0.492724
18,1,2025-06-23 14:00:00,-12.453423,-9.760351,-6.768965,-0.045277,-1.57938,3.504998
18,1,2025-06-23 15:00:00,16.641033,-10.265914,-10.810654,1.933608,-2.863126,6.557223
18,1,2025-06-23 16:00:00,13.859825,-0.770721,-3.201964,2.793878,-4.138881,5.23619
18,1,2025-06-23 17:00:00,11.802778,11.775922,-1.02831,-0.684487,-2.239896,1.574053
18,1,2025-06-23 18:00:00,16.072786,12.317326,-0.827659,-2.101401,1.667271,-2.596788
18,1,2025-06-23 19:00:00,14.979664,-11.008355,-3.831738,-1.462192,4.375921,-7.417492
18,1,2025-06-23 20:00:00,-5.634761,-16.784014,-6.007497,-1.58737,2.508897,-5.289458
18,1,2025-06-23 21:00:00,-16.496962,-10.858133,-2.743873,-0.370209,0.01598,-1.805767
18,1,2025-06-23 22:00:00,-16.496962,-10.858133,-2.743873,-0.370209,0.01598,-1.805767
18,1,2025-06-23 23:00:00,-12.872236,-8.11065,-1.684402,1.422241,-2.157332,2.596788
19,1,2025-03-12 06:00:00,2.508158,-0.745654,1.549042,0.380862,-0.436793,0.591269
19,1,2025-03-12 07:00:00,2.508158,-0.745654,1.549042,0.380862,-0.436793,0.591269
19,1,2025-03-12 08:00:00,2.121694,1.754981,-2.057386,-1.09731,0.644536,-0.961478
19,1,2025-03-12 09:00:00,0.212363,0.050256,-1.280972,-0.295634,0.167792,-1.371637
19,1,2025-03-12 10:00:00,-2.896465,-3.884919,0.599143,-1.379627,0.463427,-1.403597
19,1,2025-03-12 11:00:00,-6.943784,-5.225932,-0.41006,-0.202416,-0.061258,-0.452773
19,1,2025-03-12 12:00:00,-1.811082,-11.365046,-2.759479,0.982784,-1.273092,3.065542
19,1,2025-03-12 13:00:00,-1.811082,-11.365046,-2.759479,0.982784,-1.273092,3.065542
19,1,2025-03-12 14:00:00,15.608168,-2.551465,-6.336146,2.402362,-1.531439,7.140502
19,1,2025-03-12 15:00:00,12.777529,10.726593,-6.624529,1.949589,-1.539429,2.74061
19,1,2025-03-12 16:00:00,12.777529,10.726593,-6.624529,1.949589,-1.539429,2.74061
19,1,2025-03-12 17:00:00,15.279703,18.20107,-7.174676,-2.492917,0.298298,-2.444976
19,1,2025-03-12 18:00:00,17.87113,-10.017751,-1.215846,-2.128035,4.50909,-7.025977
19,1,2025-03-12 19:00:00,7.282144,-13.615963,-6.856636,0.22905,1.8324,-6.035202
19,1,2025-03-12 20:00:00,-11.105443,-11.090064,-0.438385,-0.716447,-0.391516,-2.68468
19,1,2025-03-12 21:00:00,-18.75046,-4.280715,1.842918,-0.617902,-0.681823,0.439456
19,1,2025-03-12 22:00:00,-6.897957,-8.010672,-1.484577,0.743081,-1.001428,3.273285
19,1,2025-03-12 23:00:00,14.528393,-11.226499,-6.613111,4.317327,-2.101401,6.522599
19,1,2025-03-13 00:00:00,13.673405,5.036617,-5.072297,1.635311,-0.332922,7.057937
19,1,2025-03-13 01:00:00,11.93766,16.759829,-3.174924,-1.265102,-1.036052,0.069248
19,1,2025-03-13 02:00:00,14.995632,10.879755,-2.877224,-2.165322,1.118617,-4.599644
19,1,2025-03-13 03:00:00,15.065659,-10.904724,-3.348883,-1.323696,4.921913,-7.686493
19,1,2025-03-13 04:00:00,4.545591,-15.718245,-1.850503,0.058594,-0.359555,-5.704944
19,1,2025-03-13 05:00:00,-11.963382,-12.454617,4.236734,-0.410159,0.037287,-1.305053
19,1,2025-03-13 06:00:00,-16.149654,-7.3656,-1.075116,-1.025398,0.279654,1.797777
19,1,2025-03-13 07:00:00,4.155659,-12.933142,-5.659291,2.634075,-1.917628,5.47323
19,1,2025-03-13 08:00:00,17.730486,-9.966706,-7.113671,1.837727,-2.639402,8.810436
19,1,2025-03-13 09:00:00,14.433231,12.160725,-1.941216,0.553982,-2.221253,5.108348
19,1,2025-03-13 10:00:00,13.074096,12.947475,-0.37464,-2.199946,0.577952,-3.702088
19,1,2025-03-13 11:00:00,12.228392,0.007999,-0.59234,-1.696568,4.679545,-5.952638
19,1,2025-03-13 12:00:00,10.898853,-15.066652,-4.259473,-0.644536,3.587563,-8.514802
19,1,2025-03-13 13:00:00,-0.406574,-20.010952,-0.736695,1.030725,-0.343575,-4.842012
19,1,2025-03-13 14:00:00,-11.754323,-12.5539,0.413304,-1.616667,-0.844289,1.704558
19,1,2025-03-13 15:00:00,-3.793825,-7.396555,-0.941651,2.682016,-3.089512,5.2282
19,1,2025-03-13 16:00:00,15.582005,-10.654593,-6.603615,3.864554,-0.665843,8.043385
19,1,2025-03-13 17:00:00,12.989464,5.28573,-4.288547,0.69514,-0.852279,6.36546
19,1,2025-03-13 18:00:00,10.009818,13.078116,-1.950223,-0.042614,-1.765816,0.367545
19,1,2025-03-13 19:00:00,11.772283,10.080842,-1.81813,-2.311807,0.388852,-4.120237
19,1,2025-03-13 20:00:00,13.052048,-3.797407,-0.997936,-1.083993,3.15077,-7.119195
19,1,2025-03-13 21:00:00,13.052048,-3.797407,-0.997936,-1.083993,3.15077,-7.119195
19,1,2025-03-13 22:00:00,-9.698354,-16.373856,-0.852355,-1.025398,-0.071911,-1.989539
19,1,2025-03-13 23:00:00,-9.698354,-16.373856,-0.852355,-1.025398,-0.071911,-1.989539
19,1,2025-03-14 00:00:00,-14.339552,-8.510031,-0.39036,-0.799012,-0.735091,1.656618
19,1,2025-03-14 01:00:00,17.027529,-9.822276,-6.254336,2.96167,-2.2905,7.673176
19,1,2025-03-14 02:00:00,10.025778,10.668242,-3.039408,1.147914,-0.838962,4.245416
19,1,2025-03-14 03:00:00,9.766462,12.677099,-1.461438,-0.748408,0.053267,-2.588798
19,1,2025-03-14 04:00:00,9.766462,12.677099,-1.461438,-0.748408,0.053267,-2.588798
19,1,2025-03-14 05:00:00,12.871105,8.144251,-0.161601,-1.712549,1.273092,-5.641023
19,1,2025-03-14 06:00:00,12.683159,-12.021815,-1.683887,-1.438221,3.526305,-7.777048
19,1,2025-03-14 07:00:00,1.124744,-16.50431,-1.124104,-0.492724,0.68715,-5.872737
19,1,2025-03-14 08:00:00,-13.695587,-7.442423,5.972768,0.375536,-0.599259,0.053267
19,1,2025-03-14 09:00:00,-8.243735,-10.590383,-2.122692,-2.114718,0.942834,2.413016
19,1,2025-03-14 10:00:00,12.035103,-12.57018,-3.488022,3.350523,-2.090747,6.202995
19,1,2025-03-14 11:00:00,16.686363,0.349771,-3.614708,0.516694,-1.598024,8.317713
19,1,2025-03-14 12:00:00,11.994896,15.70422,-2.872528,1.094646,-1.028062,2.809858
19,1,2025-03-14 13:00:00,11.116037,14.671986,-1.370718,-1.060022,0.202416,-3.19871
19,1,2025-03-14 14:00:00,14.624205,-8.940564,-1.667041,-1.84039,3.973752,-7.902226
19,1,2025-03-14 15:00:00,5.828662,-16.346668,-0.598505,-0.609912,0.527348,-6.312193
19,1,2025-03-14 16:00:00,-8.610432,-16.093546,2.713474,-0.487397,-0.24503,-1.78446
19,1,2025-03-14 17:00:00,-12.044117,-11.258378,-0.694104,-0.276991,-0.692477,1.550083
19,1,2025-03-14 18:00:00,9.491188,-13.024256,-1.122397,3.747365,-1.15324,5.715598
19,1,2025-03-14 19:00:00,16.984625,-10.252576,-6.324373,1.558073,0.380862,7.902226
19,1,2025-03-14 20:00:00,11.413884,10.48921,-4.105198,-0.013317,-0.607249,5.057745
19,1,2025-03-14 21:00:00,9.320138,15.059791,-2.732993,-0.732428,0.316941,-2.072104
19,1,2025-03-14 22:00:00,14.869922,6.531552,-3.006644,-2.367738,2.743274,-6.093796
19,1,2025-03-14 23:00:00,12.313164,-13.077414,-5.582769,-2.671363,4.277376,-8.709229
